filename,operator,plot,accession,plant,whirl_id,line_raw_slope (N/m),line_push_slope (N/m),ransac_slope(N/m),ratio captured,points
./data/2681/2018_11_3_18_56_52(20).csv,ES,2681,Tuson:C8-861(1),3,C,60.33830986,77.67374106,87.31540769,0.846153846,26
./data/2682/2018_11_3_18_56_52(21).csv,ES,2682,Tuson:C0-169(1),1,A,173.0074713,228.2667798,268.7876872,0.904761905,21
./data/2682/2018_11_3_18_56_52(24).csv,ES,2682,Tuson:C0-169(1),1,B,121.6351149,188.8162424,182.3534446,0.928571429,28
./data/2682/2018_11_3_18_56_52(22).csv,ES,2682,Tuson:C0-169(1),2,A,217.9244696,215.3293734,384.0589906,0.8,15
./data/2682/2018_11_3_18_56_52(25).csv,ES,2682,Tuson:C0-169(1),2,B,148.8423327,184.2856602,193.5036309,0.925925926,27
./data/2682/2018_11_3_18_56_52(23).csv,ES,2682,Tuson:C0-169(1),3,A,73.12917141,104.2921524,96.69765628,0.736842105,19
./data/2682/2018_11_3_18_56_52(26).csv,ES,2682,Tuson:C0-169(1),3,B,33.6458269,61.72113629,63.00164585,0.695652174,23
./data/2683/2018_11_3_18_56_52(27).csv,ES,2683,Tuson:C4-176(5),1,A,90.65495863,155.2028117,190.5165131,0.75,20
./data/2683/2018_11_3_18_56_52(30).csv,ES,2683,Tuson:C4-176(5),1,B,77.5117073,123.5681823,168.1408229,0.611111111,18
./data/2683/2018_11_3_18_56_52(33).csv,ES,2683,Tuson:C4-176(5),1,C,34.66325326,93.31746255,86.89117767,0.904761905,21
./data/2683/2018_11_3_18_56_52(28).csv,ES,2683,Tuson:C4-176(5),2,A,79.10420755,119.3624789,128.0271736,0.695652174,23
./data/2683/2018_11_3_18_56_52(31).csv,ES,2683,Tuson:C4-176(5),2,B,37.32846384,76.6091876,84.45498942,0.833333333,18
./data/2683/2018_11_3_18_56_52(34).csv,ES,2683,Tuson:C4-176(5),2,C,13.39477414,40.50202905,62.11348201,0.636363636,11
./data/2683/2018_11_3_18_56_52(29).csv,ES,2683,Tuson:C4-176(5),3,A,235.4984289,311.2404701,283.6919634,0.833333333,24
./data/2683/2018_11_3_18_56_52(32).csv,ES,2683,Tuson:C4-176(5),3,B,139.2738603,201.706361,250.6628864,0.9,20
./data/2683/2018_11_3_18_56_52(35).csv,ES,2683,Tuson:C4-176(5),3,C,67.06649497,94.71388449,120.0548987,0.777777778,27
./data/2684/2018_11_4_15_15_16.csv,ES,2684,Tuson:C4-177(6),1,A,213.4771215,299.6681839,309.8213522,0.904761905,21
./data/2684/2018_11_4_15_17_7.csv,ES,2684,Tuson:C4-177(6),1,B,133.4779583,190.5942246,181.3134683,0.9,20
./data/2684/2018_11_4_15_20_48.csv,ES,2684,Tuson:C4-177(6),1,C,69.46886419,96.71799603,111.0044337,0.739130435,23
./data/2684/2018_11_4_15_16_8.csv,ES,2684,Tuson:C4-177(6),2,A,148.457734,225.1095515,239.4192967,0.909090909,22
./data/2684/2018_11_4_15_17_56.csv,ES,2684,Tuson:C4-177(6),2,B,153.2527914,219.2608249,211.223721,0.9,20
./data/2684/2018_11_4_15_21_42.csv,ES,2684,Tuson:C4-177(6),2,C,101.9638912,161.8776728,162.7437155,0.904761905,21
./data/2684/2018_11_4_15_16_34.csv,ES,2684,Tuson:C4-177(6),3,A,129.3640351,163.2856097,181.9916073,0.777777778,18
./data/2684/2018_11_4_15_19_48.csv,ES,2684,Tuson:C4-177(6),3,B,95.91118602,130.1675921,137.5647356,0.875,24
./data/2685/2018_11_4_15_22_34.csv,ES,2685,Tuson:C8-860(1),1,A,24.52243277,42.52629828,45.68339086,0.863636364,22
./data/2685/2018_11_4_15_25_19.csv,ES,2685,Tuson:C8-860(1),1,B,20.01809541,33.98697175,36.46351923,0.727272727,22
./data/2685/2018_11_4_15_23_5.csv,ES,2685,Tuson:C8-860(1),2,A,30.81205877,46.74399156,44.85049486,0.916666667,24
./data/2685/2018_11_4_15_25_59.csv,ES,2685,Tuson:C8-860(1),2,B,23.64591465,40.83638534,39.84529306,0.904761905,21
./data/2685/2018_11_4_15_23_39.csv,ES,2685,Tuson:C8-860(1),3,A,27.30852327,45.51967064,41.83024013,0.923076923,26
./data/2685/2018_11_4_15_26_28.csv,ES,2685,Tuson:C8-860(1),3,B,30.84905687,43.9868369,44.39876852,0.942857143,35
./data/2688/2018_11_4_15_46_46.csv,ES,2688,Tuson:C6-856(5),1,A,235.991303,314.1402879,320.5983794,0.894736842,19
./data/2688/2018_11_4_15_48_32.csv,ES,2688,Tuson:C6-856(5),1,B,99.68937823,123.9901107,121.8067897,0.863636364,22
./data/2688/2018_11_4_15_47_3.csv,ES,2688,Tuson:C6-856(5),2,A,98.56375673,149.5148031,181.7905325,0.857142857,21
./data/2688/2018_11_4_15_49_8.csv,ES,2688,Tuson:C6-856(5),2,B,52.89102469,95.44242526,94.19606734,0.909090909,22
./data/2688/2018_11_4_15_47_42.csv,ES,2688,Tuson:C6-856(5),3,A,115.8646293,148.3713291,216.3187421,0.727272727,22
./data/2688/2018_11_4_15_50_13.csv,ES,2688,Tuson:C6-856(5),3,B,72.58842407,95.91683254,116.6790219,0.727272727,22
./data/2689/2018_11_4_15_50_59.csv,ES,2689,Tuson:C0-165(2),1,A,254.5834549,353.4228427,374.7736394,0.916666667,24
./data/2689/2018_11_4_15_52_52.csv,ES,2689,Tuson:C0-165(2),1,B,173.0140325,237.5384752,307.8343111,0.882352941,17
./data/2689/2018_11_4_15_56_2.csv,ES,2689,Tuson:C0-165(2),1,C,105.242946,160.4081794,114.2068675,0.681818182,22
./data/2689/2018_11_4_15_51_21.csv,ES,2689,Tuson:C0-165(2),2,A,140.5323911,225.5918944,204.022691,0.875,16
./data/2689/2018_11_4_15_53_48.csv,ES,2689,Tuson:C0-165(2),2,B,141.267645,195.2802009,246.1810002,0.894736842,19
./data/2689/2018_11_4_15_52_11.csv,ES,2689,Tuson:C0-165(2),3,A,208.2477189,331.8593724,384.8575178,0.875,16
./data/2689/2018_11_4_15_55_0.csv,ES,2689,Tuson:C0-165(2),3,B,236.1147895,324.4183806,425.6415921,0.888888889,18
./data/2689/2018_11_4_15_57_10.csv,ES,2689,Tuson:C0-165(2),3,C,128.1608525,185.2720541,197.7459331,0.862068966,29
./data/2691/2018_11_4_15_58_26.csv,ES,2691,Tuson:C2-832(6),1,A,176.8193544,236.772325,223.2067124,0.863636364,22
./data/2691/2018_11_4_16_0_26.csv,ES,2691,Tuson:C2-832(6),1,B,144.3072905,183.7199743,177.6536166,0.909090909,22
./data/2691/2018_11_4_16_3_44.csv,ES,2691,Tuson:C2-832(6),1,C,102.5671365,151.7095927,155.4864121,0.931034483,29
./data/2691/2018_11_4_15_58_46.csv,ES,2691,Tuson:C2-832(6),2,A,138.4146191,182.7069523,203.9906264,0.85,20
./data/2691/2018_11_4_16_1_9.csv,ES,2691,Tuson:C2-832(6),2,B,92.07469785,138.3753178,150.6896499,0.916666667,24
./data/2691/2018_11_4_15_59_48.csv,ES,2691,Tuson:C2-832(6),3,A,93.6391114,157.1534526,142.5161613,0.909090909,22
./data/2691/2018_11_4_16_2_32.csv,ES,2691,Tuson:C2-832(6),3,B,62.68383615,104.6382542,87.91741434,0.913043478,23
./data/2692/2018_11_4_16_4_28.csv,ES,2692,Tuson:C8-864(3),1,A,37.64727105,61.94234124,65.08677659,0.85,20
./data/2692/2018_11_4_16_6_40.csv,ES,2692,Tuson:C8-864(3),1,B,29.85048647,41.57712967,37.74700707,0.740740741,27
./data/2692/2018_11_4_16_5_35.csv,ES,2692,Tuson:C8-864(3),2,A,96.72762115,131.4295927,156.8215463,0.904761905,21
./data/2692/2018_11_4_16_7_54.csv,ES,2692,Tuson:C8-864(3),2,B,87.69446405,123.1780868,119.5818224,0.916666667,24
./data/2692/2018_11_4_16_8_56.csv,ES,2692,Tuson:C8-864(3),2,C,47.26044546,68.99978633,68.14801002,0.782608696,23
./data/2692/2018_11_4_16_6_0.csv,ES,2692,Tuson:C8-864(3),3,A,56.97656033,83.86887164,80.68475459,0.782608696,23
./data/2692/2018_11_4_16_8_13.csv,ES,2692,Tuson:C8-864(3),3,B,35.61337079,55.76385181,61.14241564,0.894736842,19
./data/2692/2018_11_4_16_9_26.csv,ES,2692,Tuson:C8-864(3),3,C,15.36760384,28.60879383,31.39382501,0.88,25
./data/2693/2018_11_4_16_10_20.csv,ES,2693,Tuson:C2-830(2),1,A,58.82086896,70.49673886,77.70939157,0.884615385,26
./data/2693/2018_11_4_16_12_24.csv,ES,2693,Tuson:C2-830(2),1,B,34.36307606,52.57958863,51.85640073,0.80952381,21
./data/2693/2018_11_4_16_11_39.csv,ES,2693,Tuson:C2-830(2),2,A,101.1448444,181.2965061,161.9247023,0.85,20
./data/2693/2018_11_4_16_13_15.csv,ES,2693,Tuson:C2-830(2),2,B,89.03068128,127.6525563,202.0840328,0.894736842,19
./data/2693/2018_11_4_16_11_56.csv,ES,2693,Tuson:C2-830(2),3,A,95.38513549,158.4757829,227.8831854,0.9,20
./data/2693/2018_11_4_16_14_24.csv,ES,2693,Tuson:C2-830(2),3,B,93.219264,128.9968609,152.7415896,0.894736842,19
./data/2699/2018_11_4_16_43_38.csv,ES,2699,Tuson:C2-172(3),1,A,103.379969,159.2802969,144.4213499,0.894736842,19
./data/2699/2018_11_4_16_45_1.csv,ES,2699,Tuson:C2-172(3),1,B,104.2968442,138.4161333,154.5064843,0.923076923,26
./data/2699/2018_11_4_16_44_5.csv,ES,2699,Tuson:C2-172(3),2,A,108.074941,148.4348095,144.9332747,0.833333333,18
./data/2699/2018_11_4_16_45_44.csv,ES,2699,Tuson:C2-172(3),2,B,79.23605789,113.5029924,117.4748263,0.923076923,26
./data/2699/2018_11_4_16_44_28.csv,ES,2699,Tuson:C2-172(3),3,A,63.62868143,104.788075,106.0078771,0.9,20
./data/2699/2018_11_4_16_46_55.csv,ES,2699,Tuson:C2-172(3),3,B,47.97558134,66.50701376,71.52163154,0.925925926,27
./data/2702/2018_11_4_16_55_46.csv,ES,2702,Tuson:C0-165(1),1,A,200.612334,373.1494247,459.8148313,0.9,20
./data/2702/2018_11_4_16_56_13(3).csv,ES,2702,Tuson:C0-165(1),1,B,232.7563979,365.8957028,447.9941723,0.875,16
./data/2702/2018_11_4_16_56_13(6).csv,ES,2702,Tuson:C0-165(1),1,C,182.9271023,201.3931248,208.132129,0.913043478,23
./data/2702/2018_11_4_16_56_13.csv,ES,2702,Tuson:C0-165(1),2,A,218.5221297,301.7376601,335.0664696,0.894736842,19
./data/2702/2018_11_4_16_56_13(4).csv,ES,2702,Tuson:C0-165(1),2,B,196.2881431,276.9262304,331.2591265,0.904761905,21
./data/2702/2018_11_4_16_56_13(7).csv,ES,2702,Tuson:C0-165(1),2,C,133.9163957,176.7166289,199.413603,0.76,25
./data/2702/2018_11_4_16_56_13(2).csv,ES,2702,Tuson:C0-165(1),3,A,255.0695338,338.6054618,375.5269838,0.863636364,22
./data/2702/2018_11_4_16_56_13(5).csv,ES,2702,Tuson:C0-165(1),3,B,163.7738763,205.0431069,151.2287402,0.894736842,19
./data/2702/2018_11_4_16_56_13(8).csv,ES,2702,Tuson:C0-165(1),3,C,58.91730979,112.9801153,107.8560047,0.857142857,21
./data/2708/2018_11_4_17_18_15(17).csv,ES,2708,Tuson:C10-873(1),1,A,142.5878928,171.3132349,198.1079203,0.782608696,23
./data/2708/2018_11_4_17_18_15(20).csv,ES,2708,Tuson:C10-873(1),1,B,112.695688,123.6841341,124.4363663,0.909090909,22
./data/2708/2018_11_4_17_18_15(18).csv,ES,2708,Tuson:C10-873(1),2,A,96.71752889,126.1801933,137.7991037,0.894736842,19
./data/2708/2018_11_4_17_18_15(21).csv,ES,2708,Tuson:C10-873(1),2,B,40.65420231,49.43088027,58.52389267,0.882352941,17
./data/2708/2018_11_4_17_18_15(23).csv,ES,2708,Tuson:C10-873(1),2,C,14.14628827,22.91608109,27.82394344,0.857142857,14
./data/2708/2018_11_4_17_18_15(19).csv,ES,2708,Tuson:C10-873(1),3,A,196.5712082,222.268982,265.4559001,0.75,24
./data/2708/2018_11_4_17_18_15(22).csv,ES,2708,Tuson:C10-873(1),3,B,132.4083036,149.6245763,146.4474778,0.894736842,19
./data/2708/2018_11_4_17_18_15(24).csv,ES,2708,Tuson:C10-873(1),3,C,84.02376928,115.9964395,107.1964188,0.925925926,27
./data/2708/2018_11_4_17_18_15(25).csv,ES,2708,Tuson:C10-873(1),3,D,25.32350725,0,0,0,0
./data/2709/2018_11_4_17_18_15(28).csv,ES,2709,Tuson:C2-172(2),1,B,100.0852254,124.483012,131.7447618,0.68,25
./data/2709/2018_11_4_17_18_15(26).csv,ES,2709,Tuson:C2-172(2),2,A,182.7800467,220.4829474,229.2159043,0.913043478,23
./data/2709/2018_11_4_17_18_15(29).csv,ES,2709,Tuson:C2-172(2),2,B,118.7529168,157.8180142,168.0788395,0.909090909,22
./data/2709/2018_11_4_17_18_15(31).csv,ES,2709,Tuson:C2-172(2),2,C,79.7042257,98.46898682,153.6537707,0.555555556,27
./data/2709/2018_11_4_17_18_15(27).csv,ES,2709,Tuson:C2-172(2),3,A,187.8909743,179.8531132,178.9928001,0.904761905,21
./data/2709/2018_11_4_17_18_15(30).csv,ES,2709,Tuson:C2-172(2),3,B,100.6829243,200.5454233,232.2237722,0.904761905,21
./data/2709/2018_11_4_17_18_15(32).csv,ES,2709,Tuson:C2-172(2),3,C,69.09361909,78.22500572,42.72035292,0.64516129,31
./data/2710/2018_11_4_17_18_15(33).csv,ES,2710,Tuson:C6-857(8),1,A,167.0176291,173.4882463,243.443673,0.909090909,22
./data/2710/2018_11_4_17_50_42.csv,ES,2710,Tuson:C6-857(8),1,B,100.4529907,92.14832195,129.211006,0.9,20
./data/2710/2018_11_4_17_18_15(34).csv,ES,2710,Tuson:C6-857(8),2,A,144.6458029,197.4561855,192.4201664,0.826086957,23
./data/2710/2018_11_4_17_50_42(2).csv,ES,2710,Tuson:C6-857(8),2,B,124.286863,137.5239081,155.6343114,0.88,25
./data/2710/2018_11_4_17_50_42(4).csv,ES,2710,Tuson:C6-857(8),2,C,72.74914149,100.3200322,115.3135577,0.84375,32
./data/2710/2018_11_4_17_18_15(35).csv,ES,2710,Tuson:C6-857(8),3,A,126.3151349,145.9364092,158.6153239,0.92,25
./data/2710/2018_11_4_17_50_42(3).csv,ES,2710,Tuson:C6-857(8),3,B,92.1451539,99.39250338,90.19953267,0.916666667,24